CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
1396-QWFBJ,1,United States,California,Rancho Santa Margarita,92688,"33.624654, -117.611733",33.624654,-117.611733,Female,No,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,Yes,1,91,5630,Lack of self-service on Website
5299-SJCZT,1,United States,California,Ladera Ranch,92694,"33.569186, -117.640055",33.569186,-117.640055,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,Yes,1,73,4480,Network reliability
2403-BCASL,1,United States,California,Santa Ana,92705,"33.766004, -117.786763",33.766004,-117.786763,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,4534.9,Yes,1,93,3711,Don't know
2898-LSJGD,1,United States,California,Santa Ana,92707,"33.714829, -117.872941",33.714829,-117.872941,Female,No,Yes,No,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.95,1157.05,Yes,1,74,5531,Attitude of service provider
7359-PTSXY,1,United States,California,Tustin,92780,"33.735802, -117.818805",33.735802,-117.818805,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,Yes,1,97,3531,Attitude of support person
4503-BDXBD,1,United States,California,Anaheim,92808,"33.850452, -117.726668",33.850452,-117.726668,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,Yes,1,76,4251,Attitude of support person
6086-ESGRL,1,United States,California,Brea,92821,"33.930199, -117.862898",33.930199,-117.862898,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,Yes,1,72,3947,Attitude of support person
3886-CERTZ,1,United States,California,Fullerton,92831,"33.879983, -117.895482",33.879983,-117.895482,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.25,8109.8,Yes,1,97,4261,Attitude of service provider
5759-RCVCB,1,United States,California,Orange,92869,"33.792791, -117.789749",33.792791,-117.789749,Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,Yes,1,100,5450,Attitude of service provider
6372-RFVNS,1,United States,California,Placentia,92870,"33.881158, -117.854783",33.881158,-117.854783,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,Yes,1,87,5075,Attitude of service provider
8938-UMKPI,1,United States,California,Corona,92882,"33.819385, -117.600213",33.819385,-117.600213,Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,Yes,1,99,4804,Attitude of support person
0991-BRRFB,1,United States,California,Corona,92883,"33.762351, -117.488725",33.762351,-117.488725,Male,No,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.4,874.8,Yes,1,75,4028,Deceased
3871-IKPYH,1,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.1,69.1,Yes,1,83,2767,Moved
6319-IEJWJ,1,United States,California,Camarillo,93012,"34.205504, -118.993111",34.205504,-118.993111,Male,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,Yes,1,85,2058,Moved
9025-AOMKI,1,United States,California,Carpinteria,93013,"34.441398, -119.513163",34.441398,-119.513163,Female,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Yes,1,71,5617,Moved
5275-SQEIZ,1,United States,California,Ojai,93023,"34.581308, -118.931948",34.581308,-118.931948,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,Yes,1,77,3096,Competitor had better devices
7716-YTYHG,1,United States,California,Oxnard,93030,"34.223244, -119.18012",34.223244,-119.18012,Female,No,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.05,4029.95,Yes,1,93,3365,Competitor offered higher download speeds
4390-KYULV,1,United States,California,Piru,93040,"34.432843, -118.730106",34.432843,-118.730106,Male,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.55,51.15,Yes,1,90,4115,Competitor offered more data
1304-NECVQ,1,United States,California,Somis,93066,"34.297628, -119.014627",34.297628,-119.014627,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.55,149.55,Yes,1,92,5203,Competitor made better offer
8945-GRKHX,1,United States,California,Santa Barbara,93110,"34.437945, -119.77191",34.437945,-119.77191,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.65,78.65,Yes,1,81,2728,Competitor had better devices
6959-UWKHF,1,United States,California,Alpaugh,93201,"35.869626, -119.498771",35.869626,-119.498771,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.9,42.9,Yes,1,87,4895,Competitor had better devices
3815-SLMEF,1,United States,California,Avenal,93204,"35.916943, -120.129921",35.916943,-120.129921,Female,No,No,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.25,139.35,Yes,1,88,2802,Competitor offered higher download speeds
5154-VEKBL,1,United States,California,Bodfish,93205,"35.523991, -118.400432",35.523991,-118.400432,Female,No,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.5,539.85,Yes,1,95,3032,Competitor offered higher download speeds
5655-JSMZM,1,United States,California,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793,Male,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,Yes,1,74,5904,Competitor offered higher download speeds
4505-EXZHB,1,United States,California,Ducor,93218,"35.846067, -119.004073",35.846067,-119.004073,Female,Yes,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.4,434.1,Yes,1,100,3964,Competitor offered more data
4587-VVTOX,1,United States,California,Frazier Park,93222,"34.907911, -119.234281",34.907911,-119.234281,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,Yes,1,90,4163,Competitor offered more data
4652-NNHNY,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,Yes,1,77,3226,Don't know
8972-HJWNV,1,United States,California,Huron,93234,"36.217864, -120.080117",36.217864,-120.080117,Female,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.55,646.85,Yes,1,80,5245,Competitor made better offer
8515-OCTJS,1,United States,California,Lemoore,93245,"36.303666, -119.825657",36.303666,-119.825657,Female,No,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,692.1,Yes,1,94,4931,Competitor made better offer
2860-RANUS,1,United States,California,Mc Kittrick,93251,"35.38381, -119.730885",35.38381,-119.730885,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,Yes,1,75,3336,Price too high
5261-QSHQM,1,United States,California,Maricopa,93252,"34.737031, -119.460557",34.737031,-119.460557,Female,No,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,86.6,Yes,1,70,4909,Product dissatisfaction
8868-WOZGU,1,United States,California,Porterville,93257,"36.008958, -118.891593",36.008958,-118.891593,Male,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,Yes,1,72,2464,Service dissatisfaction
1334-FJSVR,1,United States,California,Sequoia National Park,93262,"36.527243, -118.594938",36.527243,-118.594938,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,Yes,1,85,2846,Lack of self-service on Website
7625-XCQRH,1,United States,California,Strathmore,93267,"36.141319, -119.129075",36.141319,-119.129075,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,Yes,1,76,2291,Network reliability
1731-TVIUK,1,United States,California,Tipton,93272,"36.047414, -119.344304",36.047414,-119.344304,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Yes,1,73,4554,Limited range of services
0406-BPDVR,1,United States,California,Visalia,93277,"36.303793, -119.375646",36.303793,-119.375646,Female,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Yes,1,68,6405,Lack of affordable download/upload speed
0618-XWMSS,1,United States,California,Wasco,93280,"35.652242, -119.4464",35.652242,-119.4464,Male,No,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Yes,1,98,5392,Long distance charges
5276-KQWHG,1,United States,California,Woody,93287,"35.710244, -118.881679",35.710244,-118.881679,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,Yes,1,74,4596,Extra data charges
2565-JSLRY,1,United States,California,Bakersfield,93306,"35.449881, -118.841442",35.449881,-118.841442,Male,No,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,Yes,1,67,3162,Price too high
6689-KXGBO,1,United States,California,San Luis Obispo,93401,"35.233745, -120.626442",35.233745,-120.626442,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.55,50.55,Yes,1,87,3420,Product dissatisfaction
6615-NGGZJ,1,United States,California,Buellton,93427,"34.631362, -120.238218",34.631362,-120.238218,Male,No,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,Yes,1,72,5224,Service dissatisfaction
4255-DDUOU,1,United States,California,Casmalia,93429,"34.866032, -120.536546",34.866032,-120.536546,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,20.5,Yes,1,76,2398,Lack of self-service on Website
2984-MIIZL,1,United States,California,Guadalupe,93434,"34.936, -120.594655",34.936,-120.594655,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Yes,1,71,5882,Network reliability
5590-YRFJT,1,United States,California,Lompoc,93437,"34.757477, -120.550507",34.757477,-120.550507,Female,No,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,482.8,Yes,1,94,3298,Don't know
3677-TNKIO,1,United States,California,Templeton,93465,"35.536115, -120.739231",35.536115,-120.739231,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.0,914,Yes,1,95,3228,Don't know
9667-EQRXU,1,United States,California,Boron,93516,"34.95703, -117.73045",34.95703,-117.73045,Female,Yes,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.3,1172.95,Yes,1,94,3016,Don't know
3329-WDIOK,1,United States,California,Edwards,93523,"34.966777, -117.961179",34.966777,-117.961179,Female,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Yes,1,83,4800,Poor expertise of online support
2873-ZLIWT,1,United States,California,Inyokern,93527,"36.041315, -118.188235",36.041315,-118.188235,Female,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.85,3303.05,Yes,1,99,5764,Poor expertise of phone support
3415-TAILE,1,United States,California,Johannesburg,93528,"35.363339, -117.637641",35.363339,-117.637641,Female,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,Yes,1,96,4265,Competitor had better devices
1915-IOFGU,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,Yes,1,90,4123,Competitor offered higher download speeds
3045-XETSH,1,United States,California,Lake Hughes,93532,"34.659579, -118.584212",34.659579,-118.584212,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,1,97,3074,Competitor offered more data
7239-HZZCX,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,1,100,4851,Competitor made better offer
7683-CBDKJ,1,United States,California,Palmdale,93550,"34.536232, -118.082935",34.536232,-118.082935,Male,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,Yes,1,90,2881,Competitor had better devices
0946-CLJTI,1,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Yes,1,91,4662,Competitor had better devices
0628-CNQRM,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes,1,76,3378,Don't know
7665-TOALD,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,79,2412,Competitor offered higher download speeds
0112-QWPNC,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,1,73,6452,Competitor offered higher download speeds
0324-BRPCJ,1,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.79593,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,1,70,4481,Competitor offered more data
2777-PHDEI,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,Yes,1,98,3458,Competitor offered more data
1196-AMORA,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520,Yes,1,87,2679,Competitor offered more data
4282-YMKNA,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,Yes,1,82,5003,Competitor made better offer
5356-RHIPP,1,United States,California,Dinuba,93618,"36.523619, -119.386868",36.523619,-119.386868,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,1,81,5355,Competitor made better offer
9189-JWSHV,1,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055,Female,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,1,100,4937,Price too high
0746-JTRFU,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,Yes,1,77,4810,Product dissatisfaction
0576-WNXXC,1,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes,1,75,2999,Service dissatisfaction
4628-CTTLA,1,United States,California,Sanger,93657,"36.819628, -119.440414",36.819628,-119.440414,Male,No,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,Yes,1,66,4917,Lack of self-service on Website
2876-VBBBL,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,1,85,2783,Network reliability
6834-NXDCA,1,United States,California,South Dos Palos,93665,"36.959731, -120.653519",36.959731,-120.653519,Female,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,1,82,2967,Limited range of services
5597-GLBUC,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,1,95,4931,Lack of affordable download/upload speed
2748-MYRVK,1,United States,California,Fresno,93702,"36.739385, -119.753649",36.739385,-119.753649,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137,Yes,1,71,4776,Long distance charges
4822-YCXMX,1,United States,California,Fresno,93705,"36.78724, -119.827813",36.78724,-119.827813,Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,1,70,4203,Extra data charges
9821-POOTN,1,United States,California,Fresno,93711,"36.833002, -119.82947",36.833002,-119.82947,Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes,1,94,4639,Price too high
6559-ILWKJ,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,Male,No,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,Yes,1,95,4879,Product dissatisfaction
4229-CZMLL,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,1,87,4160,Service dissatisfaction
3663-MITLP,1,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398,Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,1,85,3968,Lack of self-service on Website
9025-ZRPVR,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",36.618337,-121.926417,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,1,78,5403,Network reliability
3285-UCQVC,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.625114,-121.823565,Female,No,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,1,82,4429,Don't know
5482-PLVPE,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202,Female,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,1,72,3278,Competitor had better devices
4902-OHLSK,1,United States,California,Half Moon Bay,94019,"37.45567, -122.407992",37.45567,-122.407992,Female,Yes,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Yes,1,93,4235,Competitor offered higher download speeds
0495-ZBNGW,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.26308,Male,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,1,90,4324,Competitor offered more data
2357-COQEK,1,United States,California,Atherton,94027,"37.454924, -122.203168",37.454924,-122.203168,Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,1,78,4136,Competitor made better offer
3737-GCSPV,1,United States,California,Millbrae,94030,"37.601248, -122.403099",37.601248,-122.403099,Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,1,92,3101,Competitor had better devices
4088-YLDSU,1,United States,California,Redwood City,94062,"37.410567, -122.297152",37.410567,-122.297152,Male,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,1,86,4369,Competitor had better devices
2034-CGRHZ,1,United States,California,San Francisco,94104,"37.791222, -122.402241",37.791222,-122.402241,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,1,66,5245,Competitor offered higher download speeds
5797-APWZC,1,United States,California,San Francisco,94105,"37.789168, -122.395009",37.789168,-122.395009,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,1,92,2540,Competitor offered higher download speeds
3683-QKIUE,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,1,88,4713,Competitor offered higher download speeds
4228-ZGYUW,1,United States,California,San Francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,1,98,3212,Competitor offered more data
3519-ZKXGG,1,United States,California,San Francisco,94123,"37.800254, -122.436975",37.800254,-122.436975,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,1,79,4062,Competitor offered more data
6416-TVAIH,1,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736535,-122.45732,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,1,89,5753,Competitor offered more data
5108-ADXWO,1,United States,California,San Francisco,94130,"37.820894, -122.369725",37.820894,-122.369725,Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,1,75,4509,Competitor made better offer
3066-RRJIO,1,United States,California,San Francisco,94132,"37.722302, -122.491129",37.722302,-122.491129,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,1,65,5341,Competitor made better offer
6715-OFDBP,1,United States,California,Palo Alto,94304,"37.386978, -122.177746",37.386978,-122.177746,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,1,84,4944,Price too high
1567-DSCIC,1,United States,California,San Mateo,94401,"37.590421, -122.306467",37.590421,-122.306467,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,1,71,2632,Product dissatisfaction
2150-UWTFY,1,United States,California,San Mateo,94402,"37.556634, -122.317723",37.556634,-122.317723,Female,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,1,87,4626,Service dissatisfaction
2683-BPJSO,1,United States,California,Byron,94514,"37.83323, -121.601461",37.83323,-121.601461,Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,1,99,2651,Lack of self-service on Website
2157-MXBJS,1,United States,California,Calistoga,94515,"38.629618, -122.593216",38.629618,-122.593216,Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,1,89,4800,Network reliability
9360-AHGNL,1,United States,California,Concord,94519,"37.990118, -122.012188",37.990118,-122.012188,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,1,69,5863,Limited range of services
1087-UDSIH,1,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,1,81,5000,Lack of affordable download/upload speed
5485-WUYWF,1,United States,California,Crockett,94525,"38.049292, -122.228415",38.049292,-122.228415,Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,1,87,4522,Long distance charges
2632-UCGVD,1,United States,California,Fairfield,94533,"38.287136, -122.02711",38.287136,-122.02711,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,1,72,4512,Extra data charges
5445-PZWGX,1,United States,California,Travis Afb,94535,"38.265899, -121.939461",38.265899,-121.939461,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,1,87,5090,Price too high
9170-CCKOU,1,United States,California,Fremont,94539,"37.516791, -121.899117",37.516791,-121.899117,Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,1,91,2026,Product dissatisfaction
